user_id,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9
76561197971527052,363970,10,385770,330070,45760,310950,282350,34220,268850,295270
76561197971656367,4000,39210,42710,10,363970,240,322170,378120,346110,388080
76561197971851938,39210,4000,304030,378120,429200,374320,322170,17020,201230,363970
76561197971900611,268850,9900,346110,216150,251810,45760,47410,310950,10,236390
76561197971951483,39210,216150,207890,268850,252490,346110,20590,42710,202990,295270
76561197972183630,730,203770,231670,313740,231430,330070,372000,201230,8930,214950
76561197972265180,39210,107410,429200,363970,48700,212200,500,10,207890,251810
76561197972339849,236850,201230,203770,304030,384300,214950,207890,231670,20590,364360
76561197972342579,251810,226700,389430,212200,429200,228180,730,202990,25800,269470
76561197972848013,363970,231670,730,385770,203770,8500,330070,107410,207890,214950
76561197973142309,268850,9900,346110,33930,359550,47410,8800,252490,330070,236390
76561197973407300,240,252490,730,389430,295270,216150,378120,201230,251810,107410
76561197973615220,39210,304030,429200,236850,202990,251810,10190,359550,212160,230780
76561197973687114,207890,363970,730,330070,216150,269470,500,203770,221100,10190
76561197973738796,251810,10,304030,226700,429200,39210,24980,48700,107410,378120
76561197973807690,4000,39210,200210,207890,304030,429200,240,211420,374320,32510
76561197973893586,39210,251810,10190,4000,231430,389430,429200,201230,20590,228180
76561197973896691,304030,39210,251810,17450,216150,24960,231060,240,42690,228180
76561197974514439,730,269470,231670,252490,378120,201230,8800,40100,203770,313740
76561197974697190,295270,268850,378120,730,252490,20590,216150,47410,389430,346110
76561197974805197,730,231670,236850,500,207890,295270,372000,252950,370240,330070
76561197974830406,39210,236850,10190,20590,500,238960,207890,252490,25800,42960
76561197975166910,730,236850,48700,216150,252950,214950,238960,20590,202990,295270
76561197975366404,207890,730,200210,295270,231670,221100,9900,500,313740,236430
76561197975774538,295270,730,203770,212200,34220,330070,388080,310950,231430,25800
76561197975940393,236850,251810,429200,20590,10190,394360,39210,230780,295110,113400
76561197976301568,730,372000,25800,295270,389430,313740,231670,45760,310950,48700
76561197976838073,730,231670,372000,39210,34220,295270,330070,237310,220200,8800
76561197977080376,295270,310950,9900,226700,372000,244850,236850,386360,730,282350
76561197977196750,730,228180,330070,240,200210,202990,42960,363890,311210,271590
76561197977448037,10,268850,226700,24980,201230,48700,269470,378120,9900,364360
76561197977523579,113400,4000,429200,304030,251810,268850,370240,10190,250900,230780
76561197977795682,4000,268850,378120,207890,48700,304030,113400,107410,33930,8500
76561197978139811,236850,730,304030,231670,214950,202990,10190,207890,282350,48700
76561197978770619,304030,268850,203770,4000,500,429200,359550,47410,8500,269470
76561197978874479,730,295270,231670,269470,48700,268850,378120,313740,216150,372000
76561197978879876,48700,500,372000,212160,322170,363970,271590,251810,201230,17020
76561197979330211,240,203770,363970,269470,730,330070,252490,216150,238960,8500
76561197979603524,730,295270,252490,10,378120,269470,389430,20590,228180,236850
76561197979749057,236850,9900,500,107410,39210,394360,238960,250900,372000,20590
76561197979781556,207890,295270,48700,212200,216150,200210,231670,372000,226320,231430
76561197979947413,240,231670,322170,42710,295270,730,230410,207890,378120,251810
76561197980486717,236850,20590,207890,378120,231670,238960,295270,10,394360,230410
76561197980551352,10,251810,295270,500,226700,730,231060,236390,346110,269470
76561197980701807,4000,207890,378120,295270,730,231670,34220,20590,370240,330070
76561197980844910,4000,107410,429200,268850,500,251810,363970,10,359550,47410
76561197980848541,39210,236850,304030,214950,372000,212160,282350,310950,237310,9900
76561197981255414,39210,268850,216150,363970,48700,107410,252490,8500,322170,9900
76561197981283141,39210,207890,4000,330070,363970,429200,20590,372000,322170,378120
76561197981389320,730,295270,10,216150,346110,231430,47410,251810,252950,42710
76561197981577737,295270,207890,378120,251810,230410,231670,236850,226320,200210,394360
76561197981677299,730,295270,269470,202990,47410,107410,4000,378120,346110,216150
76561197981705327,39210,203770,9900,310950,359550,429200,730,200210,204880,282350
76561197981848373,236850,500,730,372000,251870,363970,330070,231430,48700,244850
76561197981920093,268850,363970,207890,203770,295270,386360,378120,201230,231670,10
76561197982659177,20590,238960,10,236850,207890,39210,295110,378120,231670,330070
76561197982702967,39210,330070,203770,389430,218620,268850,295110,221100,323220,251870
76561197982714940,10190,330070,4000,221100,363890,269470,105600,34220,10500,323220
76561197982716169,39210,310950,8500,322170,363970,730,45760,107410,42710,269470
76561197983031082,203770,39210,429200,330070,226700,228180,269470,10190,384300,550
76561197983213351,252490,251810,268850,378120,389430,295270,364420,228180,8800,322170
76561197983719320,39210,226700,9900,304030,251810,730,429200,107410,240,236850
76561197983731558,236850,251810,207890,429200,386360,8930,359550,212200,310950,244850
76561197983771505,48700,216150,207890,500,363970,107410,251810,372000,268850,250900
76561197983783254,39210,207890,363970,9900,221100,330070,269470,295270,251870,231670
76561197983785416,236850,238960,20590,295270,394360,251810,207890,252490,378120,216150
76561197983960771,236850,113400,214950,429200,20590,10190,394360,304030,384300,10500
76561197984495803,429200,39210,304030,230780,203770,363970,359550,105600,730,236430
76561197984977321,107410,39210,429200,251810,730,346110,268850,42960,240,226700
76561197984988514,207890,378120,295270,200210,10,231670,9900,201230,221100,230410
76561197985092059,207890,251810,212200,500,730,107410,271590,359550,236430,346110
76561197985614475,203770,429200,730,47410,231430,269470,212200,388080,202990,359550
76561197985840240,9900,203770,429200,226700,113400,271590,207890,33930,359550,282660
76561197986206764,200210,207890,304030,10,201230,226700,429200,322170,313740,42710
76561197986214029,39210,216150,48700,238960,20590,10190,252950,304030,4000,9900
76561197986430281,268850,9900,330070,269470,8500,107410,10,238960,311210,47410
76561197986639176,39210,9900,389430,310950,10190,268850,214950,113400,384300,282350
76561197986949134,9900,203770,4000,268850,730,39210,269470,8500,363970,295270
76561197986981303,240,730,48700,236850,212200,216150,200210,203770,231430,113400
76561197987401348,203770,207890,730,42960,240,107410,200210,212200,269470,226700
76561197987442441,10,231430,47410,25800,295270,252950,236390,216150,200210,212200
76561197987462766,295270,268850,10,216150,378120,385770,331470,200210,372000,236390
76561197987878986,268850,304030,372000,250900,212160,500,48700,216150,236850,42710
76561197987881277,730,269470,9900,221100,207890,389430,295270,240,203770,231670
76561197987982678,251810,378120,207890,48700,216150,295270,268850,10,230410,363970
76561197988677156,107410,9900,304030,48700,429200,268850,214950,216150,394360,230780
76561197988695389,10,226700,113400,500,269470,251870,388080,295110,295270,238960
76561197988726796,39210,389430,240,322170,251810,231670,252490,237310,107410,228180
76561197988741412,207890,251810,363970,10,226700,39210,252490,212200,330070,216150
76561197988881985,10,295270,378120,251810,200210,20590,363970,364360,295110,730
76561197988891617,207890,39210,295270,378120,216150,251810,363970,48700,500,231430
76561197988943712,295270,346110,47410,236850,212200,107410,322170,378120,389430,730
76561197989052595,304030,200210,214950,364360,107410,48720,429200,216150,346110,47410
76561197989163648,48700,203770,236850,9900,216150,363970,8500,240,204880,231430
76561197989436397,295270,207890,378120,231670,10,730,230410,200210,386360,268850
76561197989557637,201230,363970,330070,10,203770,269470,240,220200,268850,344760
76561197989692441,39210,107410,295270,207890,252490,231670,364420,237310,389430,25800
76561197989759727,207890,39210,363970,200210,9900,295270,10,4000,231670,238960
76561197989959015,39210,4000,304030,378120,113400,10190,363890,238960,201230,384300
76561197990307640,240,200210,203770,231430,730,251810,216150,389430,331470,25800
76561197990332238,39210,207890,304030,372000,212160,202990,429200,107410,500,221100
76561197990454523,39210,9900,389430,271590,251870,10190,238960,330070,290080,363970
76561197990494312,251810,216150,10190,500,295270,378120,346110,364360,42690,17450
76561197990517587,107410,39210,363970,429200,269470,330070,310950,42690,550,8500
76561197990809425,207890,251810,322170,202990,231670,378120,212200,363970,304030,48700
76561197990980106,39210,207890,10190,212200,216150,251810,429200,269470,346110,202990
76561197991172574,39210,429200,9900,203770,202990,207890,4000,359550,107410,10190
76561197991312527,251810,207890,295270,230410,10,212200,378120,231430,200210,386360
76561197991529956,39210,304030,9900,212160,207890,374320,372000,268850,200210,221100
76561197991597065,10,251810,295270,48700,216150,500,378120,372000,39210,252950
76561197991627841,9900,48700,216150,730,39210,372000,226700,271590,240,4000
76561197991671465,268850,39210,203770,226700,48700,231430,113400,1280,389430,251810
76561197991862984,216150,268850,48700,240,42710,250900,385770,363970,10,313740
76561197991894205,9900,4000,39210,378120,107410,269470,730,359550,429200,346110
76561197991920012,363970,322170,330070,388080,212200,550,42690,226700,269470,310950
76561197991978511,39210,730,231670,48700,4000,207890,200210,240,203770,378120
76561197992068622,107410,252490,359550,268850,304030,236850,20590,231670,372000,207890
76561197992098065,500,203770,10190,730,330070,252950,269470,47410,8500,33930
76561197992193776,207890,363970,313740,4000,216150,500,48700,372000,34220,251870
76561197992214512,203770,330070,730,310950,269470,429200,45760,359550,8500,42960
76561197992298954,203770,429200,107410,268850,216150,8500,10190,363970,304030,17450
76561197992434492,9900,203770,39210,107410,10,346110,212200,429200,8500,200210
76561197992731589,240,39210,9900,4000,200210,730,113400,346110,378120,271590
76561197992759306,39210,304030,236850,207890,9900,107410,238960,10190,42710,212200
76561197992763834,4000,39210,730,330070,240,389430,269470,378120,363970,203770
76561197992870728,236850,268850,47410,330070,250900,346110,10190,20590,9900,113400
76561197992878723,730,231670,295270,500,372000,207890,295110,34220,378120,389430
76561197993022136,240,4000,730,200210,207890,231670,203770,363970,363890,201230
76561197993037506,304030,268850,48700,216150,363970,429200,203770,47410,236850,269470
76561197993258502,730,269470,378120,107410,4000,295270,216150,500,47410,20590
76561197993276491,252490,201230,10,378120,4000,346110,295270,269470,42710,268850
76561197993377723,207890,330070,238960,39210,9900,20590,372000,200210,221100,295110
76561197993431907,236850,295270,207890,251810,730,10,378120,8800,231670,304030
76561197993494378,39210,251810,207890,372000,216150,252490,295270,48700,237310,212200
76561197993893501,207890,48700,9900,107410,730,226700,251810,429200,295270,282660
76561197993919784,330070,378120,47410,389430,322170,550,269470,228180,335820,234630
76561197994119296,39210,236850,304030,363970,48700,268850,9900,251810,216150,372000
76561197994561740,322170,295270,363970,251810,231670,378120,10,107410,500,271590
76561197994563883,39210,429200,236850,203770,10190,363970,20590,214950,330070,107410
76561197994618967,268850,363970,48700,9900,429200,236850,359550,107410,269470,47410
76561197994721331,730,236850,295270,231670,240,372000,378120,20590,207890,201230
76561197994885450,203770,9900,236850,200210,113400,48700,231430,216150,370240,10500
76561197994925901,39210,207890,48700,231430,203770,236850,363970,216150,212200,372000
76561197994938829,9900,48700,203770,730,363970,268850,269470,216150,8500,240
76561197995113249,730,9900,4000,295270,359550,330070,269470,107410,429200,207890
76561197995177219,295270,207890,730,346110,216150,221100,269470,42690,378120,251810
76561197995233963,252490,268850,20590,364420,228180,330070,216150,378120,201230,389430
76561197995269186,4000,268850,39210,107410,216150,48700,252490,378120,363970,372000
76561197995685525,39210,313740,310950,221100,45760,207890,389430,730,372000,330070
76561197995744003,107410,203770,39210,268850,363970,48700,216150,269470,429200,8500
76561197995763529,207890,9900,363970,216150,203770,313740,385770,212200,271590,282660
76561197995882560,268850,378120,216150,346110,9900,113400,364360,8500,203770,295270
76561197996028853,330070,236850,268850,207890,372000,363970,33930,238960,378120,500
76561197996032155,240,730,203770,48700,212200,216150,200210,269470,500,363970
76561197996288696,240,330070,389430,359550,10190,730,8800,271590,363890,218620
76561197996374591,39210,203770,4000,313740,330070,251870,201230,384300,237310,234630
76561197996401266,268850,9900,236850,20590,216150,203770,378120,330070,238960,384300
76561197996525814,268850,252490,107410,231670,203770,39210,359550,363970,240,8800
76561197996526933,113400,226700,313740,203770,10,251870,200210,385770,42960,339800
76561197996552120,203770,429200,304030,39210,48700,240,200210,359550,236850,231430
76561197996570834,730,372000,295270,252490,268850,231670,216150,212160,250900,236850
76561197996710217,39210,207890,304030,313740,372000,33930,221100,4000,212160,202990
76561197996737262,203770,730,500,48700,10,429200,231430,269470,363970,216150
76561197996741809,203770,113400,10,500,231430,201230,236850,9900,200210,244850
76561197996779897,363970,330070,207890,4000,39210,34220,8500,200210,231670,42710
76561197997015661,39210,10,378120,203770,207890,8500,48700,200210,252950,363970
76561197997099001,10,251810,107410,378120,39210,24980,252950,311210,231060,295270
76561197997214759,4000,236850,363970,201230,244850,39210,269470,47410,226700,330070
76561197997375511,251810,346110,378120,268850,9900,216150,295270,48700,10,20590
76561197997618202,4000,730,39210,207890,330070,372000,269470,429200,8930,330160
76561197997697243,207890,231670,304030,236850,212200,386360,378120,202990,359550,322170
76561197997756397,39210,203770,48700,378120,330070,216150,214950,252950,20590,8500
76561197997942432,4000,730,295270,200210,9900,364420,363890,236390,251870,330070
76561197998024826,730,207890,269470,500,231670,295270,42960,240,251870,9900
76561197998168867,4000,39210,200210,268850,9900,346110,378120,10,240,359550
76561197998207255,47410,346110,330070,8500,45760,42690,269470,20590,268850,550
76561197998288095,730,295270,236850,107410,269470,359550,10,231670,20590,394360
76561197998310605,304030,236850,429200,730,310950,202990,25800,251810,359550,230780
76561197998312424,39210,8930,226700,429200,304030,237310,107410,40100,372000,389430
76561197998320849,207890,42710,236850,363970,304030,310950,388080,313740,10,386360
76561197998500890,330070,47410,228180,201230,429200,364360,389430,10190,218620,323220
76561197998517925,4000,730,240,48700,429200,216150,370240,304030,113400,269470
76561197998611808,4000,39210,268850,10,200210,251810,429200,240,363970,113400
76561197998613664,730,236850,295270,269470,216150,330070,42710,228180,231670,202990
76561197998778232,4000,304030,20590,330070,207890,238960,730,359550,295110,10190
76561197998834248,207890,429200,304030,8930,330070,216150,363970,372000,42960,25800
76561197998919347,730,240,203770,236850,212200,200210,429200,202990,231430,304030
76561197998944859,730,9900,10190,269470,330070,271590,389430,8800,252490,310950
76561197998991077,304030,429200,9900,47410,346110,359550,214950,200210,113400,282350
76561197999032708,304030,251810,500,236850,429200,236430,107410,372000,212160,374320
76561197999280384,359550,730,207890,231670,10,107410,282660,500,438040,42960
76561197999367796,39210,304030,268850,107410,372000,429200,359550,47410,221100,8500
76561197999418429,322170,107410,268850,47410,372000,252490,17020,228180,212160,250900
76561197999459713,9900,207890,363970,310950,330070,271590,212200,39210,372000,25800
76561197999478123,4000,236850,730,295270,10,251810,113400,226700,386360,388080
76561197999563131,107410,268850,500,240,216150,363970,250900,48700,394360,304030
76561197999563728,240,203770,216150,39210,48700,730,4000,200210,8500,363970
76561197999575013,236850,251810,394360,730,231430,10190,25800,500,212200,20590
76561197999587556,39210,4000,207890,203770,330070,363970,313740,251870,378120,48700
76561197999599651,730,269470,330070,4000,240,310950,42710,8500,271590,8930
76561197999784951,4000,730,330070,389430,295270,20590,228180,237310,271590,378120
76561197999846953,207890,39210,4000,48700,10190,216150,9900,202990,251810,203770
76561197999918643,730,295110,330070,429200,20590,376210,10,269470,268850,374320
76561198000054873,304030,236850,10190,42710,251810,207890,238960,202990,322170,311210
76561198000061127,207890,500,212200,10,363970,372000,200210,236850,48700,231430
76561198000082101,39210,9900,359550,207890,268850,8500,346110,310950,438040,33930
76561198000082490,240,39210,207890,4000,200210,730,304030,429200,42960,42710
76561198000105250,268850,295270,216150,47410,295110,33930,364360,331470,20590,48700
76561198000124364,216150,231430,295270,200210,203770,214950,25800,20590,48700,364360
76561198000137553,9900,216150,295270,268850,203770,8500,236390,47410,388080,346110
76561198000142433,251810,295270,730,228180,271590,252490,107410,346110,393530,216150
76561198000181910,39210,107410,429200,203770,42960,200210,214850,364360,230780,231060
76561198000505015,304030,429200,39210,42710,8930,330070,10190,228180,322170,226700
76561198000511034,251810,10,363970,113400,378120,295270,385770,304030,500,238960
76561198000713394,251810,9900,107410,236850,48700,212200,10190,730,207890,240
76561198000770434,730,216150,203770,202990,214950,429200,228180,364360,269470,236850
76561198000801469,207890,4000,10,313740,226700,363970,295270,200210,212200,385770
76561198000864528,268850,200210,295270,107410,240,231670,230410,207890,359550,322170
76561198001049858,236850,388080,330070,386360,20590,47410,212200,207890,363970,372000
76561198001210062,240,730,200210,304030,113400,4000,231670,251810,389430,48700
76561198001444628,39210,207890,268850,372000,9900,231670,330070,230410,45760,240
76561198001468659,39210,240,48700,207890,216150,212200,372000,363970,203770,231430
76561198001524972,203770,500,330070,231430,271590,10190,363970,207890,42960,216150
76561198001683089,236850,212200,252490,107410,48700,322170,231670,251810,386360,310950
76561198001699866,47410,236850,20590,10190,295270,238960,364360,216150,378120,346110
76561198001825881,216150,240,39210,203770,48700,252490,730,251810,363970,212200
76561198001883621,203770,236850,9900,10190,216150,48700,394360,113400,370240,251870
76561198001942207,295270,730,10,200210,378120,231670,240,346110,269470,201230
76561198002182706,10,295270,730,201230,251810,378120,200210,231670,359550,226700
76561198002201483,203770,231430,236850,48700,113400,730,4000,429200,313740,8500
76561198002205928,730,240,295270,269470,231670,359550,236850,500,216150,207890
76561198002218728,39210,9900,10,113400,251810,226700,236390,310950,8930,42960
76561198002514340,207890,363970,48700,216150,330070,313740,378120,10190,8500,231670
76561198002560460,251810,113400,268850,240,389430,252490,226700,10,295110,243870
76561198002810546,268850,378120,9900,203770,8500,346110,359550,204880,364360,269470
76561198003070764,39210,304030,363970,378120,107410,268850,8800,231670,429200,105600
76561198003082630,207890,238960,20590,378120,231670,295270,10,268850,363970,295110
76561198003166979,4000,730,39210,240,207890,231670,295270,113400,363890,200210
76561198003428606,268850,378120,322170,8500,310950,359550,47410,231430,240,203770
76561198003445168,207890,221100,230410,295270,231670,429200,378120,214950,386360,203770
76561198003610677,730,39210,240,251810,216150,378120,346110,10,295270,48700
76561198003669990,236850,730,39210,231670,203770,113400,429200,295110,212200,202990
76561198003848905,207890,10,231670,226700,378120,9900,201230,429200,374320,304030
76561198003876146,268850,378120,304030,8800,33930,500,107410,47410,207890,364360
76561198003890581,240,730,47410,359550,389430,346110,322170,107410,202990,271590
76561198004057813,330070,268850,372000,323220,221100,47410,218620,236390,228180,331470
76561198004175105,212200,231430,330070,25800,372000,42690,251810,207890,236390,34220
76561198004300435,236850,48700,304030,216150,240,214950,394360,207890,730,238960
76561198004384743,251810,10,304030,216150,42710,378120,363970,322170,226700,269470
76561198004495040,39210,216150,268850,363970,48700,429200,10,251810,364360,226700
76561198004499486,236850,39210,310950,330070,9900,203770,45760,372000,8500,386360
76561198004629599,295270,10,378120,730,216150,346110,268850,251810,42710,250900
76561198004715969,330070,236390,10190,20590,47410,346110,203770,8500,214850,268850
76561198004960536,730,269470,203770,330070,231670,310950,389430,386360,47410,201230
76561198005028877,268850,295110,203770,330070,20590,200210,39210,238960,231670,363970
76561198005095054,207890,203770,429200,363970,313740,282660,231670,230780,251870,359550
76561198005097703,378120,295270,207890,201230,364360,216150,346110,252490,730,234630
76561198005180400,39210,212200,372000,48700,236850,389430,237310,310950,346900,231430
76561198005182624,207890,231670,236850,202990,730,251810,230410,212200,48700,295270
76561198005199535,730,113400,214950,9900,107410,203770,429200,271590,359550,364360
76561198005256247,231670,240,322170,363970,236850,304030,8930,429200,42710,202990
76561198005342561,4000,10,378120,268850,429200,730,251810,207890,216150,20590
76561198005427695,39210,9900,240,363970,8500,200210,48700,207890,730,107410
76561198005486366,207890,231670,730,236850,295270,304030,372000,200210,364360,72850
76561198005542304,730,500,295270,47410,271590,4000,269470,9900,370240,216150
76561198005628897,4000,500,39210,34220,330070,236390,220200,250900,200210,236850
76561198005634435,295270,207890,231670,10,378120,42710,330070,730,34220,311210
76561198005634922,268850,39210,9900,216150,346110,47410,295270,34220,500,8500
76561198005720354,304030,107410,500,10190,359550,236850,238960,240,8800,39210
76561198005973492,200210,203770,4000,39210,231430,330070,201230,364360,214950,207890
76561198005979379,20590,39210,238960,236850,10,207890,251810,10190,378120,500
76561198006180492,236850,203770,39210,268850,231430,216150,48700,214950,252490,384300
76561198006202823,730,9900,4000,113400,251810,304030,240,271590,268850,346110
76561198006268222,304030,363970,48700,107410,216150,500,394360,268850,4000,9900
76561198006347178,39210,346110,9900,10,268850,8500,47410,216150,322170,269470
76561198006442260,268850,201230,4000,17020,322170,429200,47410,330070,378120,202990
76561198006710046,236850,730,295270,231670,203770,214950,378120,20590,238960,201230
76561198006959705,207890,231670,226700,202990,212200,39210,8930,72850,221100,330070
76561198007124653,730,214950,236850,429200,20590,304030,394360,39210,252950,203770
76561198007191675,236850,203770,48700,214950,231430,730,429200,20590,252950,394360
76561198007428858,240,251810,226700,202990,48700,346110,216150,304030,372000,255480
76561198007533691,378120,295270,200210,231670,214950,268850,10,20590,364360,252950
76561198007559468,730,295270,231670,240,230410,389430,200210,207890,10,378120
76561198007569092,39210,48700,216150,207890,363970,372000,251810,107410,240,212200
76561198007650656,39210,207890,231670,202990,376210,221100,295110,378120,429200,374320
76561198007735086,236850,268850,47410,394360,20590,216150,304030,252490,107410,10190
76561198008038573,730,240,4000,107410,269470,500,207890,359550,8800,42960
76561198008049073,207890,313740,231670,304030,216150,221100,374320,238960,236430,72850
76561198008126600,236850,429200,304030,207890,10190,4000,113400,214950,203770,20590
76561198008544111,236850,207890,240,304030,212200,48700,429200,231670,201230,322170
76561198008597091,231670,238960,207890,295270,330070,311210,20590,730,34220,271590
76561198008608876,730,107410,236850,9900,48700,203770,394360,500,214950,25800
76561198008631189,240,730,10190,500,236850,207890,200210,231670,238960,363890
76561198008854939,107410,304030,429200,322170,363970,364360,201230,378120,268850,230780
76561198008984396,500,107410,240,216150,48700,363970,251810,322170,730,236850
76561198008986212,304030,251810,429200,4000,359550,10,20590,236430,17450,295110
76561198008987252,20590,251810,730,9900,236850,295270,113400,107410,394360,268850
76561198008988672,4000,39210,207890,429200,251870,363970,313740,374320,378120,330070
76561198009146262,363970,295270,34220,207890,378120,231670,268850,330070,71270,4000
76561198009184888,200210,9900,500,203770,268850,10,8500,359550,346110,107410
76561198009258756,207890,268850,203770,378120,346110,39210,374320,221100,8500,359550
76561198009409768,730,269470,4000,330070,295270,203770,251870,236390,389430,10
76561198009622546,236850,113400,9900,386360,500,238960,10500,20590,370240,250900
76561198010009976,207890,226700,500,251870,9900,48700,8930,730,282660,313740
76561198010014965,730,231670,295270,269470,378120,313740,252490,330070,40100,389430
76561198010112247,346110,39210,107410,10190,9900,268850,47410,236390,389430,251810
76561198010286477,4000,207890,39210,10190,236850,216150,429200,363890,201230,42710
76561198010344753,730,216150,295270,500,48700,372000,370240,394360,47410,250900
76561198010351219,429200,203770,4000,231430,200210,113400,20590,295110,230780,25800
76561198010405055,4000,39210,10,20590,730,295270,200210,378120,207890,230410
76561198010426563,39210,10,268850,378120,363970,251810,295270,364360,330070,8500
76561198010438534,268850,47410,10190,346110,359550,304030,251810,228180,236850,236390
76561198010491845,268850,730,251810,48700,231430,203770,330070,346110,389430,42690
76561198010495078,4000,730,207890,429200,39210,48700,370240,107410,202990,330160
76561198010611244,236850,251810,429200,107410,363970,212200,304030,310950,47410,269470
76561198011099121,39210,330070,231670,207890,372000,221100,34220,201230,8800,49470
76561198011242890,39210,429200,304030,48700,251810,113400,10190,240,363970,216150
76561198011336365,207890,10,251810,236850,201230,226700,42710,378120,231670,372000
76561198011442575,107410,268850,251810,47410,295270,394360,500,271590,228180,10
76561198011522765,4000,304030,207890,231670,363970,378120,202990,271590,238960,330070
76561198011604033,10,207890,39210,231430,20590,378120,295270,251810,216150,730
76561198011643244,39210,346110,378120,107410,364420,8930,295270,269470,221100,42710
