steam_appid,name,type,initial_price,release_date,score,recommendation,windows,mac,linux,header_image
11140,Sherlock Holmes: The Awakened - Remastered Edition,game,9.99,2009-08-06,72.0,141.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/11140/header.jpg?t=1464276761
11150,Sherlock Holmes: The Silver Earring,game,9.99,2009-08-06,68.0,,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/11150/header.jpg?t=1464276826
11180,Sherlock Holmes: The Mystery of the Persian Carpet,game,9.99,,,,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/11180/header.jpg?t=1464277128
11190,Sherlock Holmes versus Jack the Ripper,game,9.99,2009-12-23,73.0,281.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/11190/header.jpg?t=1464276576
11200,Shadowgrounds Survivor,game,9.99,2007-11-14,79.0,480.0,1,1,0,http://cdn.akamai.steamstatic.com/steam/apps/11200/header.jpg?t=1476272913
11230,Gumboy Tournament,game,2.99,2008-05-19,,517.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/11230/header.jpg?t=1447351330
11240,Space Trader: Merchant Marine,game,4.99,2008-10-23,,566.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/11240/header.jpg?t=1447351415
11250,Pacific Storm,game,7.99,2008-06-24,67.0,,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/11250/header.jpg?t=1447351372
11260,Pacific Storm Allies,game,7.99,2008-08-18,60.0,,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/11260/header.jpg?t=1447351412
11280,Penguins Arena: Sedna's World,game,5.99,2008-12-18,,865.0,1,1,0,http://cdn.akamai.steamstatic.com/steam/apps/11280/header.jpg?t=1478073822
11330,Obulis,game,4.99,2009-03-19,,596.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/11330/header.jpg?t=1447351741
11340,Larva Mortus,game,4.99,2009-03-19,64.0,618.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/11340/header.jpg?t=1466530350
11360,Chains,game,4.99,2009-07-01,,474.0,1,1,0,http://cdn.akamai.steamstatic.com/steam/apps/11360/header.jpg?t=1479728118
11370,Nikopol: Secrets of the Immortals,game,4.99,2009-07-30,68.0,239.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/11370/header.jpg?t=1456151332
11390,Crash Time 2,game,9.99,2009-08-27,,1853.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/11390/header.jpg?t=1466540154
11450,Overlord™,game,4.99,2009-11-12,81.0,2384.0,1,1,1,http://cdn.akamai.steamstatic.com/steam/apps/11450/header.jpg?t=1469618465
11480,Soldiers: Heroes of World War II,game,4.99,2014-07-03,77.0,196.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/11480/header.jpg?t=1472560015
11560,Maelstrom: The Battle for Earth Begins,game,4.99,2009-02-13,58.0,,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/11560/header.jpg?t=1447351435
11590,Hospital Tycoon,game,4.99,2009-02-13,51.0,367.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/11590/header.jpg?t=1447351434
11610,Dragon Nest,game,0.0,2012-12-18,,1577.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/11610/header.jpg?t=1475032917
11900,LUMINES™,game,9.99,2008-04-18,74.0,,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/11900/header.jpg?t=1447351244
11920,LUMINES™ Advance Pack,game,7.99,2008-04-18,,,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/11920/header.jpg?t=1447351260
12100,Grand Theft Auto III,game,9.99,2011-01-06,93.0,3113.0,1,1,0,http://cdn.akamai.steamstatic.com/steam/apps/12100/header.jpg?t=1478119029
12110,Grand Theft Auto: Vice City,game,9.99,2011-01-10,94.0,5779.0,1,1,0,http://cdn.akamai.steamstatic.com/steam/apps/12110/header.jpg?t=1478119998
12120,Grand Theft Auto: San Andreas,game,14.99,2011-01-06,93.0,17263.0,1,1,0,http://cdn.akamai.steamstatic.com/steam/apps/12120/header.jpg?t=1478119560
12130,Manhunt,game,9.99,2008-01-04,75.0,615.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/12130/header.jpg?t=1478120404
12140,Max Payne,game,9.99,2008-01-04,89.0,2519.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/12140/header.jpg?t=1478120506
12150,Max Payne 2: The Fall of Max Payne,game,9.99,2008-01-04,86.0,1581.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/12150/header.jpg?t=1478120611
12160,Midnight Club 2,game,9.99,2008-01-04,81.0,425.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/12160/header.jpg?t=1478120932
12170,Grand Theft Auto,game,0.0,2008-01-04,,137.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/12170/header.jpg?t=1447363098
12180,Grand Theft Auto 2,game,0.0,2008-01-04,,108.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/12180/header.jpg?t=1447363085
12200,Bully: Scholarship Edition,game,14.99,2008-10-21,72.0,6645.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/12200/header.jpg?t=1478118908
12210,Grand Theft Auto IV,game,19.99,2008-12-02,90.0,39022.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/12210/header.jpg?t=1481676216
12220,Grand Theft Auto: Episodes from Liberty City,game,19.99,2010-04-12,,6071.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/12220/header.jpg?t=1478119485
12310,Culpa Innata,game,9.99,2008-01-18,66.0,,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/12310/header.jpg?t=1447351224
12320,Sacred Gold,game,9.99,2008-07-09,74.0,1112.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/12320/header.jpg?t=1447351242
12330,Darkstar One,game,9.99,2008-02-13,71.0,228.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/12330/header.jpg?t=1447351239
12340,Jack Keane,game,9.99,2008-06-27,69.0,,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/12340/header.jpg?t=1478073105
12360,FlatOut: Ultimate Carnage,game,19.99,2008-08-26,79.0,1567.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/12360/header.jpg?t=1447351387
12390,Exodus from the Earth ,game,14.99,2008-10-24,,,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/12390/header.jpg?t=1447351495
12420,Perimeter 2: New Earth,game,14.99,2009-02-10,43.0,,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/12420/header.jpg?t=1447351675
12430,SlamIt Pinball Big Score,game,4.99,2009-02-23,,,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/12430/header.jpg?t=1447351675
12440,Ankh 2: Heart of Osiris ,game,4.99,2009-06-16,,,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/12440/header.jpg?t=1447352265
12450,Ankh 3: Battle of the Gods,game,9.99,2009-06-16,,,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/12450/header.jpg?t=1447352266
12460,BC Kings,game,4.99,2009-06-16,,135.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/12460/header.jpg?t=1447352265
12470,Port Royale 2,game,4.99,2009-06-16,75.0,189.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/12470/header.jpg?t=1447352266
12480,9th Company: Roots Of Terror,game,9.99,2009-12-03,,126.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/12480/header.jpg?t=1447352677
12500,PuzzleQuest: Challenge of the Warlords,game,9.99,2008-01-29,84.0,465.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/12500/header.jpg?t=1478043255
12510,Prison Tycoon 3™: Lockdown,game,9.99,2008-01-29,,,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/12510/header.jpg?t=1466448680
12520,18 Wheels of Steel: American Long Haul,game,9.99,2008-01-29,,286.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/12520/header.jpg?t=1466448969
12530,Hunting Unlimited™ 2008,game,9.99,2008-01-29,,,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/12530/header.jpg?t=1466449093
12540,Mahjongg Investigations: Under Suspicion,game,9.99,2008-07-29,,,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/12540/header.jpg?t=1466451867
12560,Ride! Carnival Tycoon,game,9.99,2008-07-29,,,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/12560/header.jpg?t=1466450783
12570,Hot Dish,game,9.99,2008-07-29,,,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/12570/header.jpg?t=1447351248
12580,Dr. Daisy Pet Vet,game,9.99,2008-07-29,,,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/12580/header.jpg?t=1447351247
12590,Sprint Cars Road to Knoxville,game,9.99,2008-07-29,,,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/12590/header.jpg?t=1466448520
12600,Midnight Outlaw: 6 Hours to SunUp,game,9.99,2008-07-29,,,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/12600/header.jpg?t=1466451079
12630,Legend - Hand of God,game,9.99,2009-05-05,57.0,,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/12630/header.jpg?t=1447351761
12640,Drakensang,game,9.99,2009-03-09,75.0,165.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/12640/header.jpg?t=1447351678
12650,Fetch It Again,game,6.99,2009-07-17,,,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/12650/header.jpg?t=1467159276
12660,Miss Popularity,game,6.99,2009-07-17,,,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/12660/header.jpg?t=1467158995
12670,Mission Runway,game,9.99,2009-07-17,,,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/12670/header.jpg?t=1466451808
12690,Hunting Unlimited 2010,game,9.99,2009-07-07,,126.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/12690/header.jpg?t=1466450511
12710,Overlord™: Raising Hell,game,9.99,2009-11-12,,722.0,1,1,1,http://cdn.akamai.steamstatic.com/steam/apps/12710/header.jpg?t=1469618484
12750,GRID™,game,14.99,2008-06-04,87.0,3194.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/12750/header.jpg?t=1447351338
12770,Rise of the Argonauts,game,9.99,2009-01-07,59.0,395.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/12770/header.jpg?t=1447351514
12790,Damnation,game,9.99,2009-05-22,41.0,249.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/12790/header.jpg?t=1447351868
12810,Overlord II,game,9.99,2009-06-24,79.0,1582.0,1,1,1,http://cdn.akamai.steamstatic.com/steam/apps/12810/header.jpg?t=1469618461
12830,Operation Flashpoint: Dragon Rising,game,9.99,2009-10-06,76.0,1143.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/12830/header.jpg?t=1447352525
12900,AudioSurf,game,9.99,2008-02-15,85.0,8516.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/12900/header.jpg?t=1478101211
13000,Ninja Reflex: Steamworks Edition,game,4.99,2008-03-21,57.0,,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/13000/header.jpg?t=1447351277
13140,America's Army 3,game,0.0,2009-06-17,70.0,2104.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/13140/header.jpg?t=1447351850
13200,Unreal 2: The Awakening,game,14.99,2008-03-17,75.0,200.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/13200/header.jpg?t=1447351268
13210,Unreal Tournament 3 Black,game,39.99,2009-03-05,83.0,2028.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/13210/header.jpg?t=1447351270
13230,Unreal Tournament 2004: Editor's Choice Edition,game,14.99,2004-03-17,93.0,1518.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/13230/header.jpg?t=1447351271
13240,Unreal Tournament: Game of the Year Edition,game,9.99,2008-03-17,92.0,1420.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/13240/header.jpg?t=1447351268
13250,Unreal Gold,game,9.99,2008-03-17,,483.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/13250/header.jpg?t=1447351267
13500,Prince of Persia: Warrior Within™,game,9.99,2008-11-21,83.0,475.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/13500/header.jpg?t=1447351266
13520,Far Cry®,game,9.99,2008-04-01,89.0,2503.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/13520/header.jpg?t=1447351265
13530,Prince of Persia: The Two Thrones™,game,9.99,2008-11-21,85.0,263.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/13530/header.jpg?t=1447351264
13540,Tom Clancy's Rainbow Six® Vegas,game,9.99,2008-04-09,85.0,287.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/13540/header.jpg?t=1447351261
13560,Tom Clancy's Splinter Cell®,game,9.99,2008-04-01,91.0,688.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/13560/header.jpg?t=1447351280
13570,Tom Clancy's Splinter Cell Chaos Theory®,game,9.99,2009-08-27,92.0,1369.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/13570/header.jpg?t=1472141802
13580,Tom Clancy's Splinter Cell Double Agent®,game,9.99,2009-02-13,80.0,552.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/13580/header.jpg?t=1447351280
13600,Prince of Persia®: The Sands of Time,game,9.99,2008-11-21,89.0,607.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/13600/header.jpg?t=1447351278
13620,Tom Clancy's Ghost Recon® Desert Siege™,game,4.99,2008-07-15,82.0,,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/13620/header.jpg?t=1447351282
13630,Tom Clancy's Ghost Recon® Island Thunder™,game,4.99,2008-07-15,82.0,,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/13630/header.jpg?t=1447351283
15000,Tom Clancy's Rainbow Six Lockdown™,game,9.99,2008-05-13,59.0,109.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/15000/header.jpg?t=1447351287
15080,Rayman Raving Rabbids™,game,9.99,2008-06-13,58.0,148.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/15080/header.jpg?t=1447351286
15100,Assassin's Creed™: Director's Cut Edition,game,19.99,2008-04-09,79.0,4332.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/15100/header.jpg?t=1447351277
15120,Tom Clancy's Rainbow Six® Vegas 2,game,9.99,2008-04-16,78.0,2252.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/15120/header.jpg?t=1479396881
15130,Beyond Good and Evil™,game,9.99,2008-05-13,,1322.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/15130/header.jpg?t=1447351297
15160,Petz® Horsez® 2,game,9.99,2008-06-13,,,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/15160/header.jpg?t=1447351315
15170,Heroes of Might & Magic V,game,9.99,2008-05-13,77.0,875.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/15170/header.jpg?t=1447351319
15190,Brothers in Arms: Road to Hill 30™,game,9.99,2008-05-13,87.0,371.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/15190/header.jpg?t=1447351297
15200,Silent Hunter®: Wolves of the Pacific,game,9.99,2008-06-13,79.0,214.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/15200/header.jpg?t=1475239720
15210,Silent Hunter® III,game,9.99,2008-06-13,90.0,429.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/15210/header.jpg?t=1447351365
15230,Blazing Angels® 2: Secret Missions of WWII,game,9.99,2008-05-13,72.0,,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/15230/header.jpg?t=1451593520
15240,Silent Hunter®: Wolves of the Pacific U-Boat Missions,game,9.99,2008-06-13,,,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/15240/header.jpg?t=1475239467
15270,Cold Fear™,game,9.99,2008-05-13,66.0,165.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/15270/header.jpg?t=1447351316
15300,Tom Clancy's Ghost Recon®,game,9.99,2008-07-15,80.0,357.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/15300/header.jpg?t=1447351361
15310,The Settlers®: Heritage of Kings,game,9.99,2008-07-22,58.0,,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/15310/header.jpg?t=1447351392
15320,IL-2 Sturmovik: 1946,game,9.99,2008-06-13,86.0,956.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/15320/header.jpg?t=1468404696
15350,Brain Spa,game,9.99,2008-10-10,,,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/15350/header.jpg?t=1447351389
15370,Heroes of Might & Magic V: Tribes of the East,game,9.99,2008-10-10,70.0,469.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/15370/header.jpg?t=1447351397
15380,Heroes of Might & Magic V: Hammers of Fate,game,9.99,2008-10-10,66.0,,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/15380/header.jpg?t=1447351396
15390,Brothers in Arms: Hell's Highway™,game,9.99,2008-10-08,79.0,533.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/15390/header.jpg?t=1447351358
15400,Harvest: Massive Encounter,game,7.99,2009-01-23,,,1,1,1,http://cdn.akamai.steamstatic.com/steam/apps/15400/header.jpg?t=1447351635
15500,The Wonderful End of the World,game,9.99,2008-07-17,,481.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/15500/header.jpg?t=1447351339
15520,AaAaAA!!! - A Reckless Disregard for Gravity,game,9.99,2009-09-03,81.0,592.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/15520/header.jpg?t=1447352416
15540,1... 2... 3... KICK IT! (Drop That Beat Like an Ugly Baby),game,9.99,,,408.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/15540/header.jpg?t=1447354087
15560,AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome,game,9.99,2011-11-23,,899.0,1,1,1,http://cdn.akamai.steamstatic.com/steam/apps/15560/header.jpg?t=1458837534
15620,"Warhammer® 40,000™: Dawn of War® II",game,19.99,2009-02-18,85.0,4899.0,1,1,1,http://cdn.akamai.steamstatic.com/steam/apps/15620/header.jpg?t=1475237670
15700,Oddworld: Abe's Oddysee®,game,2.99,2008-08-28,,1732.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/15700/header.jpg?t=1461320042
15710,Oddworld: Abe's Exoddus®,game,2.99,2008-08-28,,615.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/15710/header.jpg?t=1447351409
15740,Oddworld: Munch's Oddysee,game,4.99,2010-12-20,,422.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/15740/header.jpg?t=1470780508
15750,Oddworld: Stranger's Wrath HD,game,9.99,2010-12-20,,655.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/15750/header.jpg?t=1461322717
15800,Planet Busters,game,9.99,2008-06-30,,,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/15800/header.jpg?t=1447351377
15900,7 Wonders II,game,9.99,2008-06-10,,,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/15900/header.jpg?t=1447351342
15910,Luxor Amun Rising,game,9.99,2008-06-10,,,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/15910/header.jpg?t=1447351187
15920,Luxor 2,game,9.99,2008-06-10,,,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/15920/header.jpg?t=1447351186
15930,Luxor 3,game,9.99,2008-06-10,,,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/15930/header.jpg?t=1447351187
15950,Reaxxion,game,9.99,2008-06-10,,,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/15950/header.jpg?t=1447351188
15960,Little Farm,game,9.99,2008-06-10,,,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/15960/header.jpg?t=1447351342
15970,Luxor,game,9.99,2008-06-10,,,1,1,0,http://cdn.akamai.steamstatic.com/steam/apps/15970/header.jpg?t=1447351185
16000,Discovery! A Seek and Find Adventure,game,9.99,2008-07-29,,,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/16000/header.jpg?t=1447351379
16020,Samantha Swift and the Hidden Roses of Athena,game,9.99,2008-10-31,,,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/16020/header.jpg?t=1447351494
16030,7 Wonders: Treasures of Seven,game,9.99,2008-11-14,,,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/16030/header.jpg?t=1447351553
16040,Luxor: Quest for the Afterlife ,game,9.99,2008-12-15,,,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/16040/header.jpg?t=1447351631
16060,Samantha Swift and the Golden Touch,game,9.99,2009-04-29,,,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/16060/header.jpg?t=1473267681
16100,Virtual Villagers: A New Home,game,9.99,2008-05-12,,,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/16100/header.jpg?t=1447351300
16110,Virtual Villagers: The Lost Children,game,9.99,2008-05-12,,,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/16110/header.jpg?t=1447351300
16120,Plant Tycoon,game,9.99,2008-05-12,,,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/16120/header.jpg?t=1447351299
16130,Fish Tycoon,game,9.99,2008-05-12,,,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/16130/header.jpg?t=1447351298
16180,Virtual Villagers - The Secret City,game,9.99,2008-05-28,,,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/16180/header.jpg?t=1447351335
16200,Virtual Families,game,9.99,2009-05-06,,,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/16200/header.jpg?t=1447351831
16300,Everyday Shooter,game,9.99,2008-05-08,77.0,,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/16300/header.jpg?t=1447351312
16450,F.E.A.R. 2: Project Origin,game,14.99,2009-02-12,79.0,2737.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/16450/header.jpg?t=1461103307
16500,Chaos Theory,game,2.99,2008-05-22,,,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/16500/header.jpg?t=1447351330
16600,Trials 2: Second Edition,game,9.99,2008-05-28,,173.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/16600/header.jpg?t=1447351307
16620,Monster Trucks Nitro ,game,19.99,2009-01-29,,,1,1,0,http://cdn.akamai.steamstatic.com/steam/apps/16620/header.jpg?t=1447351670
16710,Insecticide Part 1,game,1.99,2008-07-01,65.0,384.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/16710/header.jpg?t=1447351378
16720,Velvet Assassin,game,4.99,2009-05-01,61.0,1753.0,1,1,0,http://cdn.akamai.steamstatic.com/steam/apps/16720/header.jpg?t=1447351446
16730,Legendary,game,2.99,2008-12-01,50.0,1855.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/16730/header.jpg?t=1447351498
16810,Sid Meier's Civilization IV: Colonization,game,19.99,2008-09-23,83.0,290.0,1,1,0,http://cdn.akamai.steamstatic.com/steam/apps/16810/header.jpg?t=1447351467
17080,Tribes: Ascend,game,0.0,2012-06-27,86.0,7510.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/17080/header.jpg?t=1447355927
17100,Children of the Nile: Enhanced Edition,game,7.99,2008-07-08,75.0,142.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/17100/header.jpg?t=1447351375
17120,Children of the Nile: Alexandria,game,2.49,2008-09-22,,,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/17120/header.jpg?t=1447351440
17140,Hinterland,game,9.99,2008-09-30,65.0,124.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/17140/header.jpg?t=1447351490
17180,Mosby's Confederacy,game,9.99,2008-11-19,,,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/17180/header.jpg?t=1447351573
17300,Crysis,game,19.99,2008-09-17,91.0,4325.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/17300/header.jpg?t=1447351450
17330,Crysis Warhead®,game,19.99,2008-09-17,84.0,1216.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/17330/header.jpg?t=1447351452
17390,SPORE™,game,19.99,2008-12-19,84.0,9955.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/17390/header.jpg?t=1447351583
17410,Mirror's Edge™,game,19.99,2009-01-14,81.0,15828.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/17410/header.jpg?t=1447351617
17430,Need for Speed Undercover,game,9.99,2008-12-19,65.0,1867.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/17430/header.jpg?t=1447351585
17440,SPORE™ Creepy & Cute Parts Pack,game,19.99,2008-12-19,,339.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/17440/header.jpg?t=1447351596
17450,Dragon Age: Origins,game,19.99,2009-11-05,91.0,4663.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/17450/header.jpg?t=1447351620
17460,Mass Effect,game,19.99,2008-12-19,89.0,7777.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/17460/header.jpg?t=1447351599
17470,Dead Space,game,19.99,2009-01-09,86.0,6714.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/17470/header.jpg?t=1447351588
17480,Command & Conquer: Red Alert 3,game,19.99,2009-01-08,82.0,2774.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/17480/header.jpg?t=1447351589
17570,"Pirates, Vikings, and Knights II",game,0.0,2010-02-12,,3089.0,1,1,1,http://cdn.akamai.steamstatic.com/steam/apps/17570/header.jpg?t=1478566025
17580,Dystopia,game,0.0,2009-02-06,,729.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/17580/header.jpg?t=1447351676
17710,Nuclear Dawn,game,9.99,2011-09-26,71.0,1771.0,1,1,1,http://cdn.akamai.steamstatic.com/steam/apps/17710/header.jpg?t=1478045571
17740,Empires Mod,game,0.0,2008-07-28,,501.0,1,0,1,http://cdn.akamai.steamstatic.com/steam/apps/17740/header.jpg?t=1479867358
18000,"Precipice of Darkness, Episode One",game,7.99,2008-05-21,,396.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/18000/header.jpg?t=1447351344
18020,"Precipice of Darkness, Episode Two",game,7.99,2008-11-07,,124.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/18020/header.jpg?t=1447351546
18040,DeathSpank,game,14.99,2010-10-25,77.0,439.0,1,1,0,http://cdn.akamai.steamstatic.com/steam/apps/18040/header.jpg?t=1447353576
18050,DeathSpank: Thongs of Virtue,game,14.99,2010-11-30,78.0,118.0,1,1,0,http://cdn.akamai.steamstatic.com/steam/apps/18050/header.jpg?t=1447353747
18070,The Baconing,game,14.99,2011-08-31,63.0,165.0,1,1,0,http://cdn.akamai.steamstatic.com/steam/apps/18070/header.jpg?t=1447354527
18120,Unstoppable Gorg,game,9.99,2012-01-19,73.0,199.0,1,1,0,http://cdn.akamai.steamstatic.com/steam/apps/18120/header.jpg?t=1480408485
18300,Spectraball,game,4.99,2008-10-20,,340.0,1,1,1,http://cdn.akamai.steamstatic.com/steam/apps/18300/header.jpg?t=1447351501
