steam_appid,name,type,initial_price,release_date,score,recommendation,windows,mac,linux,header_image
18400,Crazy Machines 2,game,14.99,2008-06-20,72.0,170.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/18400/header.jpg?t=1447351367
18420,Crazy Machines,game,9.99,2008-12-12,78.0,,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/18420/header.jpg?t=1447351615
18430,Crazy Machines 1.5,game,9.99,2008-12-12,78.0,,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/18430/header.jpg?t=1447351615
18470,Helldorado,game,9.99,2009-04-30,65.0,,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/18470/header.jpg?t=1447351818
18480,Mata Hari,game,9.99,2009-07-29,63.0,,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/18480/header.jpg?t=1447352353
18500,Defense Grid: The Awakening,game,9.99,2008-12-08,81.0,2889.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/18500/header.jpg?t=1447351522
18600,Mayhem Intergalactic,game,9.99,2009-01-22,,,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/18600/header.jpg?t=1447351642
18700,And Yet It Moves,game,9.99,2009-04-02,75.0,963.0,1,1,1,http://cdn.akamai.steamstatic.com/steam/apps/18700/header.jpg?t=1447351725
18820,Zero Gear,game,4.99,2010-01-12,,750.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/18820/header.jpg?t=1447352797
19000,Silent Hill Homecoming,game,39.99,2008-11-06,64.0,454.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/19000/header.jpg?t=1468523221
19020,Puzzle Chronicles,game,9.99,2010-04-21,,,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/19020/header.jpg?t=1468523350
19030,Rocket Knight,game,14.99,2010-05-11,63.0,,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/19030/header.jpg?t=1468523309
19200,Tank Universal,game,4.99,2008-08-21,,380.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/19200/header.jpg?t=1447351414
19320,Space Ark,game,4.99,2012-03-16,,,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/19320/header.jpg?t=1447355475
19500,Eternity's Child,game,4.99,2008-07-31,,,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/19500/header.jpg?t=1447351403
19680,Alice: Madness Returns,game,,,75.0,7780.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/19680/header.jpg?t=1447354306
19800,Brothers in Arms: Earned in Blood™,game,9.99,2008-10-10,84.0,173.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/19800/header.jpg?t=1447351485
19810,The Sum of All Fears,game,9.99,2008-10-10,72.0,,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/19810/header.jpg?t=1447351478
19830,Tom Clancy's Rainbow Six® 3 Gold,game,9.99,2008-09-25,85.0,601.0,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/19830/header.jpg?t=1472142064
